meeting_key,session_key,stint_number,driver_number,lap_start,lap_end,compound,tyre_age_at_start
1226,9197,1,63,1.0,14.0,MEDIUM,0
1226,9197,1,77,1.0,29.0,HARD,0
1226,9197,1,10,1.0,17.0,MEDIUM,0
1226,9197,1,1,1.0,16.0,MEDIUM,0
1226,9197,1,81,1.0,13.0,MEDIUM,0
1226,9197,1,14,1.0,12.0,MEDIUM,0
1226,9197,1,16,1.0,17.0,MEDIUM,0
1226,9197,1,27,1.0,13.0,MEDIUM,0
1226,9197,1,18,1.0,22.0,HARD,1
1226,9197,1,23,1.0,16.0,MEDIUM,1
1226,9197,1,2,1.0,15.0,MEDIUM,1
1226,9197,2,20,6.0,22.0,HARD,0
1226,9197,2,3,8.0,31.0,HARD,0
1226,9197,2,14,13.0,36.0,HARD,1
1226,9197,2,81,14.0,36.0,HARD,0
1226,9197,2,27,14.0,33.0,HARD,0
1226,9197,2,24,14.0,37.0,HARD,0
1226,9197,2,4,15.0,33.0,HARD,0
1226,9197,2,63,15.0,34.0,HARD,0
1226,9197,2,31,16.0,58.0,HARD,0
1226,9197,2,44,16.0,35.0,HARD,0
1226,9197,2,2,16.0,41.0,HARD,0
1226,9197,2,1,17.0,43.0,HARD,0
1226,9197,2,23,17.0,43.0,HARD,0
1226,9197,2,16,18.0,35.0,HARD,0
1226,9197,2,11,18.0,42.0,HARD,0
1226,9197,2,10,18.0,32.0,HARD,0
1226,9197,2,22,23.0,58.0,HARD,0
1226,9197,2,18,23.0,42.0,HARD,1
1226,9197,3,20,23.0,57.0,HARD,0
1226,9197,2,55,24.0,56.0,HARD,0
1226,9197,2,77,30.0,57.0,MEDIUM,0
1226,9197,3,3,32.0,58.0,HARD,0
1226,9197,3,10,33.0,58.0,HARD,0
1226,9197,3,4,34.0,58.0,HARD,0
1226,9197,3,27,34.0,58.0,HARD,0
1226,9197,3,63,35.0,58.0,HARD,0
1226,9197,3,16,36.0,58.0,HARD,0
1226,9197,3,44,36.0,58.0,HARD,0
1226,9197,3,81,37.0,58.0,HARD,0
1226,9197,3,14,37.0,58.0,HARD,1
1226,9197,3,24,38.0,58.0,MEDIUM,0
1226,9197,3,2,42.0,58.0,HARD,0
1226,9197,3,11,43.0,58.0,HARD,0
1226,9197,3,18,43.0,58.0,MEDIUM,0
1226,9197,3,1,44.0,58.0,HARD,0
1226,9197,3,23,44.0,58.0,HARD,0
1226,9197,3,55,57.0,57.0,SOFT,0
